title,price,system,image_src,age_group
Crash Bandicoot™ 4: It’s About Time,"€ 49,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_CrashBandicoot4ItsAboutTime_image500w.jpg,Under 11 Year Old
Pokémon Violet,"€ 59,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_PokemonScarletViolet_Violet_enGB_image500w.jpg,Under 11 Year Old
Crash Bandicoot™ N. Sane Trilogy,"€ 39,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_CrashBandicootNSaneTrilogy_image500w.jpg,Under 11 Year Old
Minecraft Legends,"€ 39,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_MinecraftLegends_image500w.jpg,Under 11 Year Old
The Lara Croft Collection,"€ 24,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_TheLaraCroftCollection_image500w.jpg,Under 11 Year Old
Contra Anniversary Collection,"€ 19,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_ContraAnniversaryCollection_image500w.jpg,Under 11 Year Old
Game Boy Advance – Nintendo Switch Online,"€ 0,00*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_NSO_GBAIcon_Homepageteaser_image500w.jpg,Under 11 Year Old
Plants vs. Zombies™: De strijd om Neighborville Complete Edition,"€ 39,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_PlantsVsZombiesBattleForNeighborvilleCompleteEdition_image500w.jpg,Under 11 Year Old
Arcade Classics Anniversary Collection,"€ 19,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_ArcadeClassicsAnniversaryCollection_image500w.jpg,Under 11 Year Old
Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles,"€ 59,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_DemonSlayerKimetsuNoYaibaTheHinokamiChronicles_image500w.jpg,Under 11 Year Old
Super Smash Bros. Ultimate,"€ 69,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_SuperSmashBrosUltimate_02_image500w.jpg,Under 11 Year Old
Gothic II Complete Classic,"€ 29,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitch_GothicIICompleteClassic_image500w.jpg,Under 11 Year Old
Dark Souls™: Remastered,"€ 39,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_DarkSoulsRemastered_image500w.jpg,Under 11 Year Old
Spyro™ Reignited Trilogy,"€ 39,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_SpyroReignitedTrilogy_image500w.jpg,Under 11 Year Old
Baldur's Gate and Baldur's Gate II: Enhanced Editions,"€ 49,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_BaldursGateAndBaldursGate2EnhancedEditions_image500w.jpg,Under 11 Year Old
Game Boy – Nintendo Switch Online,"€ 0,00*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_NSO_GBIcon_Homepageteaser_image500w.jpg,Under 11 Year Old
No Man's Sky,"€ 49,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_NoMansSky_image500w.jpg,Under 11 Year Old
Mario vs. Donkey Kong,"€ 49,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_MarioVsDonkeyKong_image500w.jpg,Under 11 Year Old
The LEGO® NINJAGO® Movie Videogame,"€ 59,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_LegoNinjagoMovieVideoGame_enGB_image500w.jpg,Under 11 Year Old
Duke Nukem 3D: 20th Anniversary World Tour,"€ 9,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_DukeNukem3d20thAnniversaryWorldTour_image500w.jpg,Under 11 Year Old
Princess Peach: Showtime!,"€ 59,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_PrincessPeachShowtime_image500w.jpg,Under 11 Year Old
Overcooked: Special Edition,"€ 19,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_OvercookedSpecialEdition_image500w.jpg,Under 11 Year Old
Outer Wilds,"€ 22,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_OuterWilds_image500w.jpg,Under 11 Year Old
Hyrule Warriors: Age of Calamity,"€ 59,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_HyruleWarriorsAgeOfCalamity_enGB_image500w.jpg,Under 11 Year Old
Burnout™ Paradise Remastered,"€ 29,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_BurnoutParadiseRemastered_image500w.jpg,Under 11 Year Old
LEGO® Brawls,"€ 19,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_LegoBrawls_image500w.jpg,Under 11 Year Old
Mario Party Superstars,"€ 59,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_MarioPartySuperStars_image500w.jpg,Under 11 Year Old
CONTRA ROGUE CORPS,"€ 39,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_ContraRogueCorps_image500w.jpg,Under 11 Year Old
V-Rally 4,"€ 49,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_VRally4_image500w.jpg,Under 11 Year Old
Splatoon 3,"€ 59,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_Splatoon3_image500w.jpg,Under 11 Year Old
Spiritfarer: Farewell Edition,"€ 24,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_Spiritfarer_image500w.jpg,Under 11 Year Old
Super Nintendo Entertainment System - Nintendo Switch Online,"€ 0,00*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_NintendoSwitchOnline_SNESgames_image500w.jpg,Under 11 Year Old
Lost in Random,"€ 29,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_LostInRandom_image500w.jpg,Under 11 Year Old
Sonic Superstars,"€ 59,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_SonicSuperstars_image500w.jpg,Under 11 Year Old
Torchlight III,"€ 39,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_TorchlightIII_image500w.jpg,Under 11 Year Old
Everybody 1-2-Switch!,"€ 29,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_Everybody12Switch_image500w.jpg,Under 11 Year Old
Stardew Valley,"€ 13,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_StardewValley_image500w.jpg,Under 11 Year Old
Little Nightmares I & II Bundle,"€ 49,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_LittleNightmares1And2_image500w.jpg,Under 11 Year Old
DRAGON QUEST® XI S: Echoes of an Elusive Age – Definitive Edition,"€ 59,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_DragonQuestXI_enGB_image500w.jpg,Under 11 Year Old
Mom Simulator 2023,"€ 12,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_MomSimulator2023_image500w.jpg,Under 11 Year Old
Let's Sing 2024 with International Hits,"€ 39,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_LetsSing2024_image500w.png,Under 11 Year Old
The Last Campfire,"€ 14,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_TheLastCampfire_image500w.jpg,Under 11 Year Old
New Super Mario Bros. U Deluxe,"€ 59,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_NewSuperMarioBrosUDeluxe_image500w.jpg,Under 11 Year Old
Farm Tycoon,"€ 19,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_FarmTycoon_image500w.jpg,Under 11 Year Old
PAWfectly Designed,"€ 19,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_PawfectlyDesigned_image500w.jpg,Under 11 Year Old
Roots of Pacha,"€ 24,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_RootsOfPacha_image500w.jpg,Under 11 Year Old
WarioWare: Move It!,"€ 49,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_WarioWareMoveIt_image500w.jpg,Under 11 Year Old
Nintendo Entertainment System – Nintendo Switch Online,"€ 0,00*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_NintendoSwitchOnline_NESgames_image500w.jpg,Under 11 Year Old
Jurassic Park Classic Games Collection,"€ 29,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_JurassicParkClassicGamesCollection_image500w.jpg,Under 11 Year Old
Return to Monkey Island,"€ 24,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_ReturnToMonkeyIsland_image500w.jpg,Under 11 Year Old
DAVE THE DIVER,"€ 19,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_DaveTheDiver_image500w.jpg,Under 11 Year Old
Disney Classic Games: Aladdin and The Lion King,"€ 24,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_DisneyClassicGamesAladdinAndTheLionKing_image500w.jpg,Under 11 Year Old
Castlevania Advance Collection,"€ 19,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_CastlevaniaAdvanceCollection_image500w.jpg,Under 11 Year Old
Super Mario Party,"€ 59,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_SuperMarioParty_image500w.jpg,Under 11 Year Old
Mortal Shell: Complete Edition,"€ 24,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_MortalShellCompleteEdition_image500w.jpg,Under 11 Year Old
Fashion Dreamer,"€ 49,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_FashionDreamer_image500w.jpg,Under 11 Year Old
Hob: The Definitive Edition,"€ 19,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_HobTheDefinitiveEdition_image500w.jpg,Under 11 Year Old
Bluey: The Videogame,"€ 39,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_BlueyTheVideogame_GBen_image500w.jpg,Under 11 Year Old
The Grinch: Christmas Adventures,"€ 39,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_TheGrinchChristmasAdventures_GBen_image500w.jpg,Under 11 Year Old
Xenoblade Chronicles: Definitive Edition,"€ 59,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_XenobladeChroniclesDefinitiveEdition_image500w.jpg,Under 11 Year Old
YouTube,"€ 0,00*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_YouTube_image500w.jpg,Under 11 Year Old
Ghostbusters: The Video Game Remastered,"€ 34,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_GhostbustersTheVideoGameRemastered_image500w.jpg,Under 11 Year Old
Advent Calendar,"€ 14,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_AdventCalendar_GB_image500w.jpg,Under 11 Year Old
SEGA Mega Drive – Nintendo Switch Online,"€ 0,00*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_SEGAMegaDriveNintendoSwitchOnline_image500w.jpg,Under 11 Year Old
Rocket League®,"€ 0,00*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_RocketLeague_image500w.jpg,Under 11 Year Old
Subnautica,"€ 29,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_Subnautica_image500w.jpg,Under 11 Year Old
Fall Guys,"€ 0,00*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_FallGuys_image500w.jpg,Under 11 Year Old
Cult of the Lamb,"€ 24,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_CultOfTheLamb_image500w.jpg,Under 11 Year Old
Teenage Mutant Ninja Turtles: The Cowabunga Collection,"€ 39,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_TeenageMutantNinjaTurtlesTheCowabungaCollection_image500w.jpg,Under 11 Year Old
Euro Truck Driver Simulator,"€ 14,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_EuroTruckDriverSimulator_image500w.jpg,Under 11 Year Old
Games Advent Calendar - 25 Days - 25 Surprises,"€ 14,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_GamesAdventCalendar25Days25Surprises_GBen_image500w.jpg,Under 11 Year Old
Mario Kart Live: Home Circuit,"€ 0,00*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_MarioKartLiveHomeCircuit_image500w.jpg,Under 11 Year Old
Super Mario 3D World + Bowser's Fury,"€ 59,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_SuperMario3DWorldAndBowsersFury_image500w.jpg,Under 11 Year Old
Detective Pikachu Returns,"€ 49,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_DetectivePikachuReturns_GBen_image500w.jpg,Under 11 Year Old
Fire Emblem Engage,"€ 59,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_FireEmblemEngage_EU_image500w.jpg,Under 11 Year Old
STAR WARS™ Knights of the Old Republic Bundle,"€ 26,49",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_STARWARSKnightsOfTheOldRepublicBundle_image500w.jpg,Under 11 Year Old
Celeste,"€ 19,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_Celeste_image500w.jpg,Under 11 Year Old
Persona Collection,"€ 89,98",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_PersonaCollection_image500w.jpg,Under 11 Year Old
Zumba® Burn It Up!,"€ 39,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_ZumbaBurnItUp_image500w.jpg,Under 11 Year Old
Sonic Origins,"€ 29,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_SonicOrigins_image500w.jpg,Under 11 Year Old
EA SPORTS FC™ 24,"€ 59,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_EaSportsFc24_image500w.jpg,Under 15 Year Old
Just Dance®,"€ 0,00*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_JustDance_V2_image500w.jpg,Under 15 Year Old
Disney Dreamlight Valley,"€ 29,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_DisneyDreamlightValley_LionKing_image500w.jpg,Under 15 Year Old
Super Mario Bros. Wonder,"€ 59,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_SuperMarioBrosWonder_image500w.jpg,Under 15 Year Old
Mario Kart 8 Deluxe,"€ 59,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_MarioKart8Deluxe_image500w.jpg,Under 15 Year Old
Sports Party,"€ 39,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_SportsParty_image500w.jpg,Under 15 Year Old
Suika Game,"€ 2,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_SuikaGame_image500w.jpg,Under 15 Year Old
Pikmin 4,"€ 59,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_Pikmin4_image500w.jpg,Under 15 Year Old
WRC 10 FIA World Rally Championship,"€ 49,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_Wrc10FiaWorldRallyChampionship_image500w.jpg,Under 15 Year Old
Animal Crossing: New Horizons,"€ 59,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_AnimalCrossingNewHorizons_image500w.jpg,Under 15 Year Old
Football Manager 2024 Touch,"€ 49,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_FootballManager2024Touch_image500w.jpg,Under 15 Year Old
HOT WHEELS UNLEASHED™,"€ 49,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_HotWheelsUnleashed_image500w.jpg,Under 15 Year Old
Disney Speedstorm,"€ 0,00*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_DisneySpeedstorm_image500w.jpg,Under 15 Year Old
Mario vs. Donkey Kong,"€ 49,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_MarioVsDonkeyKong_image500w.jpg,Under 15 Year Old
Overcooked: Special Edition,"€ 19,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_OvercookedSpecialEdition_image500w.jpg,Under 15 Year Old
Mario Party Superstars,"€ 59,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_MarioPartySuperStars_image500w.jpg,Under 15 Year Old
V-Rally 4,"€ 49,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_VRally4_image500w.jpg,Under 15 Year Old
Sonic Superstars,"€ 59,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_SonicSuperstars_image500w.jpg,Under 15 Year Old
Everybody 1-2-Switch!,"€ 29,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_Everybody12Switch_image500w.jpg,Under 15 Year Old
Mom Simulator 2023,"€ 12,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_MomSimulator2023_image500w.jpg,Under 15 Year Old
The Last Campfire,"€ 14,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_TheLastCampfire_image500w.jpg,Under 15 Year Old
New Super Mario Bros. U Deluxe,"€ 59,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_NewSuperMarioBrosUDeluxe_image500w.jpg,Under 15 Year Old
Farm Tycoon,"€ 19,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_FarmTycoon_image500w.jpg,Under 15 Year Old
PAWfectly Designed,"€ 19,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_PawfectlyDesigned_image500w.jpg,Under 15 Year Old
Roots of Pacha,"€ 24,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_RootsOfPacha_image500w.jpg,Under 15 Year Old
Super Mario Party,"€ 59,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_SuperMarioParty_image500w.jpg,Under 15 Year Old
Fashion Dreamer,"€ 49,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_FashionDreamer_image500w.jpg,Under 15 Year Old
Bluey: The Videogame,"€ 39,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_BlueyTheVideogame_GBen_image500w.jpg,Under 15 Year Old
The Grinch: Christmas Adventures,"€ 39,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_TheGrinchChristmasAdventures_GBen_image500w.jpg,Under 15 Year Old
Advent Calendar,"€ 14,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_AdventCalendar_GB_image500w.jpg,Under 15 Year Old
Rocket League®,"€ 0,00*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_RocketLeague_image500w.jpg,Under 15 Year Old
Fall Guys,"€ 0,00*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_FallGuys_image500w.jpg,Under 15 Year Old
Euro Truck Driver Simulator,"€ 14,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_EuroTruckDriverSimulator_image500w.jpg,Under 15 Year Old
Games Advent Calendar - 25 Days - 25 Surprises,"€ 14,99*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_GamesAdventCalendar25Days25Surprises_GBen_image500w.jpg,Under 15 Year Old
Mario Kart Live: Home Circuit,"€ 0,00*",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_MarioKartLiveHomeCircuit_image500w.jpg,Under 15 Year Old
Zumba® Burn It Up!,"€ 39,99",Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_ZumbaBurnItUp_image500w.jpg,Under 15 Year Old
